External_Id__c,Owner.External_Id__c,Status,FirstName,LastName,CreatedDate__c,ConvertedDate__c,Title,Salutation,LeadSource,Industry
W_Lead.181,W_User.4,Approved,Carlos,Lee,2016-10-03 13:45:09,2017-03-23 13:45:09,Senior Financial Analyst,Rev,Inbound Call,Government
W_Lead.182,W_User.20,Open,Gregory,Watkins,2016-12-17 15:33:49,2017-02-21 15:33:49,Environmental Specialist,Honorable,Cold Call,Environmental
W_Lead.183,W_User.18,Open,Shawn,Pierce,2016-07-14 06:40:19,2016-08-21 06:40:19,Legal Assistant,Rev,Referral,Engineering
W_Lead.184,W_User.19,Working,Aaron,Freeman,2016-07-19 09:40:12,2016-09-01 09:40:12,Mechanical Systems Engineer,Rev,Community,Technology
W_Lead.185,W_User.20,Pending,Roger,Shaw,2016-09-26 08:13:55,2016-11-26 08:13:55,Chemical Engineer,Dr,Social Media,Technology
W_Lead.186,W_User.7,Draft,Russell,Payne,2017-01-14 21:05:03,2017-07-26 21:05:03,Speech Pathologist,Rev,Marketing Event,Agriculture
W_Lead.187,W_User.18,Rejected,Gregory,Fowler,2016-11-22 11:41:18,2016-12-13 11:41:18,Occupational Therapist,Ms,Referral,Healthcare & Life Sciences
W_Lead.188,W_User.1,Archived,Jeremy,Lawrence,2016-10-06 06:13:25,2017-01-29 06:13:25,Senior Sales Associate,Dr,Social Media,Insurance
W_Lead.189,W_User.19,Submitted,Gerald,Reid,2016-12-19 21:18:21,2017-03-30 21:18:21,Chief Design Engineer,Ms,Inbound Call,Media
W_Lead.190,W_User.9,Approved,Douglas,Weaver,2016-07-17 20:42:18,2017-01-04 20:42:18,Marketing Assistant,Dr,Data.com,Consulting
W_Lead.191,W_User.10,Qualified - Convert,Eric,Perkins,2016-07-08 10:20:01,2016-09-30 10:20:01,Structural Engineer,Dr,Data.com,Entertainment
W_Lead.192,W_User.2,Working,Phillip,Baker,2016-09-16 04:51:53,2017-01-08 04:51:53,Compensation Analyst,Mrs,Cold Call,Engineering
W_Lead.193,W_User.5,Draft,James,Smith,2016-10-05 21:41:13,2017-03-11 21:41:13,Sales Representative,Mr,Referral,Food & Beverage
W_Lead.194,W_User.3,Submitted,Andrew,Williamson,2016-07-05 17:21:30,2016-07-21 17:21:30,Internal Auditor,Mr,Website,Media
W_Lead.195,W_User.12,Submitted,Steven,Alvarez,2016-07-25 13:03:00,2016-08-13 13:03:00,Health Coach II,Dr,Community,Healthcare & Life Sciences
W_Lead.196,W_User.17,Submitted,Stephen,Harper,2016-11-07 04:59:03,2017-02-12 04:59:03,Marketing Manager,Mrs,Website,Transportation
W_Lead.197,W_User.17,Submitted,Phillip,Bailey,2016-08-11 22:22:05,2016-11-27 22:22:05,Business Systems Development Analyst,Mrs,Inbound Call,Transportation
W_Lead.198,W_User.8,Archived,Joe,Harris,2016-12-09 03:59:29,2017-05-17 03:59:29,Recruiting Manager,Ms,Community,Insurance
W_Lead.199,W_User.13,Draft,Joe,Gordon,2017-01-13 19:33:18,2017-07-17 19:33:18,Occupational Therapist,Mrs,Inbound Call,Energy
W_Lead.200,W_User.16,Draft,Phillip,Hayes,2016-12-14 00:25:28,2017-01-04 00:25:28,Associate Professor,Ms,Inbound Call,Hospitality
W_Lead.201,W_User.18,Working,Jack,Fisher,2016-07-20 23:12:15,2017-01-06 23:12:15,Analog Circuit Design manager,Mr,Data.com,Entertainment
W_Lead.202,W_User.9,Pending,Dennis,Davis,2016-09-14 00:47:27,2016-11-08 00:47:27,Dental Hygienist,Mr,Marketing Event,Energy
W_Lead.203,W_User.17,Pending,Keith,Gutierrez,2016-11-12 04:58:49,2016-12-11 04:58:49,Programmer Analyst III,Mr,Partner,Biotechnology
W_Lead.204,W_User.5,Working,Carlos,Kennedy,2016-10-24 07:04:20,2017-01-04 07:04:20,Director of Sales,Mr,Inbound Call,Transportation
W_Lead.205,W_User.20,Rejected,Paul,Morris,2016-07-07 06:51:38,2016-10-19 06:51:38,Internal Auditor,Mr,Partner,Agriculture
W_Lead.206,W_User.8,Open,Howard,Lawson,2017-01-09 21:12:41,2017-02-26 21:12:41,Information Systems Manager,Mr,Website,Food & Beverage
W_Lead.207,W_User.8,Rejected,Harry,Dean,2016-09-05 13:23:54,2017-03-26 13:23:54,Chemical Engineer,Ms,Website,Media
W_Lead.208,W_User.4,Qualified - Convert,Christopher,Wheeler,2016-11-24 04:34:41,2017-05-08 04:34:41,Research Assistant II,Ms,Community,Hospitality
W_Lead.209,W_User.11,Open,Phillip,Hart,2016-07-31 02:04:31,2016-09-08 02:04:31,Media Manager III,Ms,Cold Call,Food & Beverage
W_Lead.210,W_User.13,Archived,Douglas,Simmons,2016-11-17 08:27:22,2017-06-11 08:27:22,VP Sales,Dr,Marketing Event,Hospitality
W_Lead.211,W_User.10,Submitted,Philip,Long,2016-07-03 13:19:21,2016-12-04 13:19:21,Quality Engineer,Mrs,Marketing Event,Government
W_Lead.212,W_User.9,Open,Walter,Wallace,2016-12-13 21:52:23,2017-05-19 21:52:23,Developer III,Rev,Referral,Communications
W_Lead.213,W_User.1,Pending,Andrew,Montgomery,2016-12-21 18:42:32,2017-05-14 18:42:32,Software Test Engineer IV,Ms,Referral,Banking
W_Lead.214,W_User.11,Approved,Bobby,Daniels,2016-11-14 05:48:35,2017-02-08 05:48:35,Office Assistant II,Mrs,Website,Healthcare & Life Sciences
W_Lead.215,W_User.11,Pending,Kevin,Jacobs,2016-09-01 12:35:11,2017-01-02 12:35:11,Internal Auditor,Mrs,Partner,Media
W_Lead.216,W_User.15,Rejected,Jesse,Romero,2017-01-30 21:47:14,2017-05-10 21:47:14,Paralegal,Rev,Inbound Call,Finance
W_Lead.217,W_User.7,Pending,Stephen,Morris,2016-09-05 06:31:33,2017-02-19 06:31:33,Help Desk Technician,Mrs,Cold Call,Insurance
W_Lead.218,W_User.10,Approved,Steve,Stone,2017-01-11 09:26:52,2017-05-04 09:26:52,Web Developer III,Dr,Referral,Food & Beverage
W_Lead.219,W_User.17,Rejected,James,Lee,2016-11-17 07:27:26,2017-03-25 07:27:26,Director of Sales,Honorable,Inbound Call,Food & Beverage
W_Lead.220,W_User.10,Submitted,Billy,Brown,2017-01-26 21:47:16,2017-06-15 21:47:16,Recruiting Manager,Rev,Marketing Event,Machinery
W_Lead.221,W_User.3,Qualified - Convert,Phillip,West,2016-10-20 02:08:36,2016-12-27 02:08:36,Registered Nurse,Rev,Social Media,Technology
W_Lead.222,W_User.14,Open,Wayne,Nichols,2016-11-17 02:13:37,2017-05-04 02:13:37,Accounting Assistant II,Mrs,Social Media,Banking
W_Lead.223,W_User.7,Open,Timothy,Duncan,2016-12-14 05:44:32,2017-01-16 05:44:32,Staff Scientist,Mr,Community,Communications
W_Lead.224,W_User.16,Open,Michael,Ramos,2016-09-15 09:51:29,2017-01-05 09:51:29,Speech Pathologist,Honorable,Referral,Machinery
W_Lead.225,W_User.8,Draft,Peter,Murray,2016-08-17 05:58:10,2016-12-23 05:58:10,Senior Financial Analyst,Rev,Inbound Call,Insurance
W_Lead.226,W_User.14,Submitted,Billy,Romero,2016-10-01 23:22:32,2017-02-07 23:22:32,Marketing Assistant,Ms,Cold Call,Healthcare & Life Sciences
W_Lead.227,W_User.7,Qualified - Convert,Todd,Cooper,2016-08-25 02:12:35,2017-01-23 02:12:35,Financial Advisor,Honorable,Community,Electronics
W_Lead.228,W_User.4,Working,Kenneth,Fox,2016-12-28 10:45:44,2017-07-24 10:45:44,Administrative Assistant IV,Dr,Website,Agriculture
W_Lead.229,W_User.14,Working,Peter,Kelley,2017-01-20 02:44:14,2017-05-05 02:44:14,Assistant Professor,Mrs,Referral,Biotechnology
W_Lead.230,W_User.19,Archived,Dennis,Duncan,2016-12-09 07:47:37,2017-05-29 07:47:37,GIS Technical Architect,Mrs,Referral,Technology
W_Lead.231,W_User.5,Draft,Andrew,Hicks,2016-12-15 13:06:38,2017-01-25 13:06:38,Physical Therapy Assistant,Ms,Website,Insurance
W_Lead.232,W_User.8,Rejected,Jerry,Richards,2016-09-11 16:25:55,2016-12-22 16:25:55,Staff Accountant I,Dr,Partner,Technology
W_Lead.233,W_User.14,Qualified - Convert,Brandon,Bishop,2016-12-13 22:57:10,2017-03-16 22:57:10,Research Assistant I,Mrs,Marketing Event,Environmental
W_Lead.234,W_User.20,Draft,Peter,Harrison,2016-08-18 07:02:56,2017-03-09 07:02:56,Operator,Dr,Website,Agriculture
W_Lead.235,W_User.20,Qualified - Convert,Lawrence,Cox,2016-07-08 07:02:21,2017-01-14 07:02:21,Senior Developer,Mrs,Partner,Chemicals
W_Lead.236,W_User.9,Archived,Kevin,Carpenter,2016-12-14 06:38:42,2017-03-12 06:38:42,Safety Technician II,Mrs,Community,Energy
W_Lead.237,W_User.4,Qualified - Convert,Samuel,Wright,2016-09-08 06:14:11,2016-12-25 06:14:11,Statistician III,Dr,Referral,Electronics
W_Lead.238,W_User.20,Pending,Phillip,Holmes,2016-10-14 20:08:54,2016-11-18 20:08:54,Operator,Rev,Cold Call,Healthcare & Life Sciences
W_Lead.239,W_User.1,Working,Eugene,Smith,2016-12-20 08:57:46,2017-06-18 08:57:46,Analog Circuit Design manager,Honorable,Marketing Event,Consulting
W_Lead.240,W_User.7,Rejected,Thomas,Mason,2016-12-25 04:39:40,2017-07-12 04:39:40,Programmer I,Rev,Cold Call,Chemicals
W_Lead.241,W_User.2,Submitted,Brandon,Gomez,2016-07-28 17:37:53,2016-09-14 17:37:53,Social Worker,Mr,Marketing Event,Chemicals
W_Lead.242,W_User.19,Archived,Carl,Wood,2016-09-07 11:36:05,2017-01-27 11:36:05,Help Desk Technician,Dr,Website,Electronics
W_Lead.243,W_User.14,Working,David,Torres,2016-10-25 14:41:46,2017-02-15 14:41:46,Clinical Specialist,Mr,Community,Electronics
W_Lead.244,W_User.18,Pending,Juan,Martinez,2016-08-10 05:49:50,2016-11-03 05:49:50,Research Assistant III,Dr,Website,Consulting
W_Lead.245,W_User.7,Qualified - Convert,Sean,Walker,2016-09-16 22:48:14,2016-11-09 22:48:14,Database Administrator III,Dr,Referral,Energy
W_Lead.246,W_User.7,Qualified - Convert,Robert,Ryan,2017-01-01 18:47:11,2017-02-16 18:47:11,Programmer IV,Mr,Inbound Call,Apparel
W_Lead.247,W_User.15,Approved,Matthew,Frazier,2016-10-18 23:14:45,2017-04-16 23:14:45,Senior Financial Analyst,Honorable,Cold Call,Finance
W_Lead.248,W_User.13,Pending,Antonio,Hill,2016-09-17 12:04:54,2017-04-10 12:04:54,Staff Accountant III,Mrs,Marketing Event,Insurance
W_Lead.249,W_User.10,Qualified - Convert,Edward,Bell,2016-11-05 23:06:54,2017-03-19 23:06:54,Nurse Practicioner,Mr,Marketing Event,Engineering
W_Lead.250,W_User.16,Submitted,Billy,Evans,2016-11-14 07:57:30,2016-12-07 07:57:30,Assistant Manager,Honorable,Community,Finance
W_Lead.251,W_User.10,Open,Donald,Hanson,2016-12-10 15:11:01,2017-04-26 15:11:01,Data Coordiator,Mrs,Inbound Call,Media
W_Lead.252,W_User.5,Pending,Jason,Cooper,2017-01-27 22:56:02,2017-06-24 22:56:02,Sales Representative,Mrs,Cold Call,Environmental
W_Lead.253,W_User.2,Approved,Paul,Cooper,2017-01-23 23:31:05,2017-07-09 23:31:05,Quality Engineer,Ms,Social Media,Entertainment
W_Lead.254,W_User.20,Draft,Joe,Thompson,2016-10-16 12:28:38,2016-11-16 12:28:38,Nurse,Honorable,Social Media,Transportation
W_Lead.255,W_User.11,Open,Eric,Hill,2016-08-09 14:11:18,2016-10-19 14:11:18,Administrative Assistant IV,Honorable,Cold Call,Electronics
W_Lead.256,W_User.10,Archived,Ronald,Mitchell,2016-12-02 14:28:33,2017-01-06 14:28:33,Community Outreach Specialist,Honorable,Cold Call,Apparel
W_Lead.257,W_User.9,Draft,Bobby,Fowler,2016-07-30 07:09:45,2016-10-18 07:09:45,Analyst Programmer,Dr,Community,Chemicals
W_Lead.258,W_User.6,Submitted,Jerry,Gibson,2016-07-23 17:37:13,2016-12-20 17:37:13,Director of Sales,Rev,Social Media,Energy
W_Lead.259,W_User.6,Open,Steve,Perez,2016-08-01 02:59:33,2016-10-06 02:59:33,Paralegal,Mrs,Referral,Insurance
W_Lead.260,W_User.10,Rejected,Christopher,Sanchez,2016-10-20 08:23:05,2017-01-23 08:23:05,Graphic Designer,Mr,Cold Call,Consulting
W_Lead.261,W_User.18,Pending,Lawrence,Snyder,2017-01-29 00:51:46,2017-05-04 00:51:46,Human Resources Manager,Honorable,Referral,Apparel
W_Lead.262,W_User.8,Working,Carlos,Schmidt,2017-01-29 06:38:27,2017-07-12 06:38:27,Senior Sales Associate,Mr,Partner,Biotechnology
W_Lead.263,W_User.18,Working,Steve,Mendoza,2017-01-12 08:37:14,2017-03-10 08:37:14,Teacher,Ms,Marketing Event,Government
W_Lead.264,W_User.19,Pending,Bobby,Owens,2017-01-05 13:38:09,2017-05-17 13:38:09,Analog Circuit Design manager,Mr,Data.com,Government
W_Lead.265,W_User.11,Working,Fred,Alvarez,2016-09-24 19:22:05,2016-11-09 19:22:05,Electrical Engineer,Mr,Cold Call,Environmental
W_Lead.266,W_User.17,Working,Joseph,Parker,2016-09-19 17:13:18,2017-01-03 17:13:18,Structural Engineer,Mr,Referral,Entertainment
W_Lead.267,W_User.13,Pending,Antonio,Allen,2016-08-12 11:43:59,2016-12-12 11:43:59,General Manager,Rev,Website,Consulting
W_Lead.268,W_User.7,Draft,Fred,Cunningham,2017-01-10 16:54:51,2017-04-28 16:54:51,Automation Specialist I,Rev,Inbound Call,Electronics
W_Lead.269,W_User.17,Approved,Fred,Burke,2016-09-20 10:37:52,2017-01-11 10:37:52,Geological Engineer,Mr,Community,Biotechnology
W_Lead.270,W_User.13,Working,Scott,Patterson,2016-10-22 07:55:20,2017-04-12 07:55:20,Executive Secretary,Mr,Cold Call,Transportation
W_Lead.271,W_User.16,Qualified - Convert,Sean,Reynolds,2016-12-24 14:37:33,2017-01-28 14:37:33,Accountant II,Honorable,Referral,Technology
W_Lead.272,W_User.6,Archived,Thomas,Medina,2016-12-08 11:11:00,2017-04-03 11:11:00,Software Consultant,Rev,Community,Media
W_Lead.273,W_User.2,Approved,Robert,Franklin,2016-07-12 08:56:43,2017-01-11 08:56:43,Operator,Mr,Website,Healthcare & Life Sciences
W_Lead.274,W_User.9,Archived,Frank,Chapman,2016-07-12 00:36:43,2016-10-06 00:36:43,Operator,Dr,Data.com,Healthcare & Life Sciences
W_Lead.275,W_User.11,Approved,Raymond,Little,2016-07-20 10:50:51,2016-12-10 10:50:51,Administrative Assistant II,Rev,Cold Call,Energy
W_Lead.276,W_User.19,Submitted,Scott,Price,2016-08-20 13:43:35,2016-11-04 13:43:35,Data Coordiator,Honorable,Referral,Agriculture
W_Lead.277,W_User.19,Approved,Victor,Peters,2016-09-24 05:05:45,2016-10-12 05:05:45,Electrical Engineer,Honorable,Marketing Event,Communications
W_Lead.278,W_User.1,Approved,Timothy,Sanchez,2016-10-30 05:04:06,2017-03-06 05:04:06,Help Desk Technician,Mrs,Website,Food & Beverage
W_Lead.279,W_User.9,Archived,Edward,Cook,2016-08-08 02:11:45,2016-09-11 02:11:45,Analyst Programmer,Honorable,Social Media,Insurance
W_Lead.280,W_User.1,Rejected,Dennis,Lewis,2016-11-14 05:05:31,2017-03-19 05:05:31,Software Test Engineer III,Mr,Cold Call,Consulting
W_Lead.281,W_User.10,Approved,John,Wilson,2016-08-17 13:43:18,2016-12-16 13:43:18,Programmer Analyst IV,Mr,Inbound Call,Hospitality
W_Lead.282,W_User.19,Pending,Brian,Hunt,2016-07-04 23:49:52,2016-08-20 23:49:52,Structural Engineer,Ms,Website,Healthcare & Life Sciences
W_Lead.283,W_User.20,Working,Carlos,Morales,2016-10-16 00:00:22,2016-12-24 00:00:22,Executive Secretary,Honorable,Community,Agriculture
W_Lead.284,W_User.20,Pending,Brandon,Robertson,2016-12-27 07:17:06,2017-06-16 07:17:06,Sales Representative,Mrs,Community,Healthcare & Life Sciences
W_Lead.285,W_User.5,Working,Frank,Dean,2016-07-16 17:26:08,2016-10-17 17:26:08,Senior Developer,Mrs,Cold Call,Apparel
W_Lead.286,W_User.15,Open,Joe,Hicks,2016-07-17 19:21:05,2016-11-25 19:21:05,Design Engineer,Dr,Marketing Event,Biotechnology
W_Lead.287,W_User.14,Draft,Craig,Bell,2016-10-19 22:59:29,2017-03-22 22:59:29,Help Desk Technician,Mr,Website,Transportation
W_Lead.288,W_User.5,Approved,Shawn,Richards,2016-11-14 10:15:23,2017-05-05 10:15:23,Computer Systems Analyst II,Ms,Data.com,Communications
W_Lead.289,W_User.8,Qualified - Convert,Donald,Clark,2017-01-02 06:27:03,2017-06-21 06:27:03,Human Resources Manager,Honorable,Referral,Engineering
W_Lead.290,W_User.3,Open,Michael,Romero,2016-11-11 04:28:16,2017-04-04 04:28:16,Design Engineer,Dr,Referral,Agriculture
W_Lead.291,W_User.13,Archived,Robert,Castillo,2016-11-27 22:01:27,2017-04-18 22:01:27,Sales Associate,Mrs,Cold Call,Chemicals
W_Lead.292,W_User.10,Archived,Willie,Perkins,2016-11-19 23:16:03,2017-04-12 23:16:03,Internal Auditor,Rev,Data.com,Chemicals
W_Lead.293,W_User.7,Archived,Carlos,Oliver,2016-09-24 04:36:36,2017-02-10 04:36:36,Physical Therapy Assistant,Mr,Social Media,Machinery
W_Lead.294,W_User.18,Pending,Matthew,Sullivan,2017-01-18 13:07:14,2017-02-13 13:07:14,Electrical Engineer,Honorable,Cold Call,Hospitality
W_Lead.295,W_User.20,Open,Frank,Carr,2016-11-10 15:35:09,2017-03-16 15:35:09,Junior Executive,Rev,Community,Insurance
W_Lead.296,W_User.7,Draft,Steven,Webb,2016-09-09 00:11:45,2016-12-19 00:11:45,Tax Accountant,Dr,Social Media,Transportation
W_Lead.297,W_User.9,Qualified - Convert,Patrick,Russell,2017-01-11 15:57:46,2017-06-17 15:57:46,Occupational Therapist,Rev,Partner,Hospitality
W_Lead.298,W_User.16,Open,Harold,Larson,2016-07-05 16:33:51,2017-01-31 16:33:51,Payment Adjustment Coordinator,Ms,Cold Call,Government
W_Lead.299,W_User.5,Rejected,Ernest,Parker,2016-10-14 15:58:29,2017-01-04 15:58:29,Director of Sales,Mr,Community,Healthcare & Life Sciences
W_Lead.300,W_User.3,Working,Steven,Matthews,2016-07-09 13:30:45,2017-01-29 13:30:45,Financial Analyst,Dr,Referral,Communications
W_Lead.301,W_User.19,Draft,Joseph,Bishop,2017-01-29 18:01:06,2017-07-10 18:01:06,Nuclear Power Engineer,Mrs,Community,Hospitality
W_Lead.302,W_User.12,Open,Frank,Mason,2016-10-18 07:16:14,2016-11-24 07:16:14,Administrative Assistant III,Ms,Referral,Agriculture
W_Lead.303,W_User.3,Archived,Wayne,Vasquez,2016-09-10 16:39:48,2017-01-06 16:39:48,Help Desk Technician,Rev,Community,Electronics
W_Lead.304,W_User.2,Submitted,Alan,Richards,2016-11-23 14:35:46,2017-03-22 14:35:46,VP Product Management,Ms,Social Media,Environmental
W_Lead.305,W_User.14,Archived,Edward,Hunt,2017-01-23 23:52:52,2017-04-14 23:52:52,Internal Auditor,Ms,Data.com,Government
W_Lead.306,W_User.17,Working,Louis,Rodriguez,2017-01-28 08:27:48,2017-06-12 08:27:48,VP Product Management,Mr,Social Media,Biotechnology
W_Lead.307,W_User.7,Approved,Henry,Hicks,2016-08-18 20:08:14,2016-09-24 20:08:14,Nurse,Mrs,Social Media,Energy
W_Lead.308,W_User.13,Working,Mark,Bennett,2016-10-12 23:20:49,2017-02-22 23:20:49,VP Accounting,Mrs,Community,Machinery
W_Lead.309,W_User.6,Pending,Kevin,Stevens,2016-07-30 00:24:54,2017-02-15 00:24:54,Internal Auditor,Honorable,Cold Call,Chemicals
W_Lead.310,W_User.8,Pending,Kenneth,Gardner,2016-10-16 04:10:24,2016-11-09 04:10:24,Staff Accountant I,Dr,Partner,Media
W_Lead.311,W_User.19,Pending,Carl,Martinez,2016-10-01 05:11:49,2017-04-23 05:11:49,VP Quality Control,Ms,Community,Machinery
W_Lead.312,W_User.14,Open,Bruce,Rodriguez,2016-07-05 14:55:01,2016-09-23 14:55:01,Food Chemist,Mr,Website,Energy
W_Lead.313,W_User.3,Submitted,Wayne,Gonzalez,2016-09-15 16:18:58,2017-01-04 16:18:58,Geological Engineer,Mrs,Referral,Technology
W_Lead.314,W_User.9,Pending,Victor,Reyes,2016-12-20 00:19:04,2017-02-03 00:19:04,Human Resources Manager,Ms,Inbound Call,Environmental
W_Lead.315,W_User.16,Qualified - Convert,Larry,Anderson,2016-12-17 10:28:23,2017-02-19 10:28:23,Health Coach III,Honorable,Cold Call,Agriculture
W_Lead.316,W_User.17,Qualified - Convert,Terry,Peterson,2016-07-02 13:19:06,2017-01-20 13:19:06,Health Coach IV,Rev,Partner,Government
W_Lead.317,W_User.18,Working,Lawrence,Kelly,2016-07-18 10:25:27,2017-01-06 10:25:27,Account Executive,Rev,Data.com,Entertainment
W_Lead.318,W_User.14,Approved,Jimmy,Medina,2016-08-02 12:46:55,2016-11-08 12:46:55,Senior Developer,Dr,Partner,Energy
W_Lead.319,W_User.18,Working,Earl,Richardson,2016-08-10 21:24:46,2016-10-07 21:24:46,Physical Therapy Assistant,Honorable,Community,Apparel
W_Lead.320,W_User.19,Approved,Arthur,West,2017-01-10 20:45:38,2017-03-26 20:45:38,Junior Executive,Rev,Website,Energy
W_Lead.321,W_User.11,Working,Edward,Sanders,2016-07-11 18:33:13,2016-09-02 18:33:13,Actuary,Ms,Community,Hospitality
W_Lead.322,W_User.8,Archived,Justin,Mitchell,2017-01-17 14:33:36,2017-02-10 14:33:36,Chief Design Engineer,Honorable,Community,Energy
W_Lead.323,W_User.2,Draft,Nicholas,Stone,2016-12-30 12:10:21,2017-05-23 12:10:21,Pharmacist,Rev,Partner,Technology
W_Lead.324,W_User.17,Submitted,Jeremy,Cole,2017-01-15 02:14:23,2017-04-26 02:14:23,Community Outreach Specialist,Honorable,Social Media,Healthcare & Life Sciences
W_Lead.325,W_User.18,Open,Thomas,Sullivan,2016-11-08 11:05:56,2017-03-26 11:05:56,Programmer Analyst IV,Mr,Cold Call,Chemicals
W_Lead.326,W_User.16,Open,Sean,Reed,2017-01-30 19:22:23,2017-06-05 19:22:23,Statistician III,Mr,Community,Banking
W_Lead.327,W_User.4,Approved,Christopher,Frazier,2016-08-25 12:01:55,2017-02-11 12:01:55,Data Coordiator,Ms,Referral,Energy
W_Lead.328,W_User.10,Qualified - Convert,Gregory,Bailey,2016-10-27 00:42:45,2017-05-16 00:42:45,Senior Quality Engineer,Ms,Referral,Technology
W_Lead.329,W_User.8,Approved,Bobby,Mendoza,2016-08-03 13:59:05,2017-02-07 13:59:05,Senior Financial Analyst,Honorable,Marketing Event,Apparel
W_Lead.330,W_User.1,Working,Johnny,Banks,2016-10-08 16:41:25,2017-03-29 16:41:25,Quality Control Specialist,Dr,Website,Transportation
W_Lead.331,W_User.8,Draft,Benjamin,Garza,2017-01-12 16:05:31,2017-07-15 16:05:31,General Manager,Mrs,Community,Electronics
W_Lead.332,W_User.14,Qualified - Convert,Jeremy,Roberts,2017-01-04 17:58:21,2017-03-09 17:58:21,Pharmacist,Mr,Community,Banking
W_Lead.333,W_User.7,Archived,Andrew,Chapman,2016-07-31 07:11:58,2017-01-15 07:11:58,Research Associate,Ms,Referral,Agriculture
W_Lead.334,W_User.1,Draft,James,Daniels,2016-07-13 00:07:22,2016-11-28 00:07:22,Graphic Designer,Honorable,Community,Agriculture
W_Lead.335,W_User.12,Archived,Billy,Palmer,2016-09-04 22:45:11,2016-12-20 22:45:11,Safety Technician III,Honorable,Community,Transportation
W_Lead.336,W_User.17,Open,Harry,Morgan,2016-11-08 21:02:38,2017-04-21 21:02:38,Actuary,Ms,Cold Call,Healthcare & Life Sciences
W_Lead.337,W_User.20,Pending,Jose,Bowman,2016-11-04 23:27:07,2017-05-21 23:27:07,Editor,Rev,Inbound Call,Entertainment
W_Lead.338,W_User.15,Archived,Clarence,Martin,2016-08-18 23:45:29,2017-01-27 23:45:29,Payment Adjustment Coordinator,Honorable,Referral,Apparel
W_Lead.339,W_User.19,Qualified - Convert,Richard,Russell,2016-08-10 01:29:50,2016-10-19 01:29:50,Technical Writer,Mrs,Partner,Media
W_Lead.340,W_User.17,Approved,Jack,Phillips,2016-08-30 20:03:26,2016-10-10 20:03:26,Human Resources Manager,Rev,Website,Insurance
W_Lead.341,W_User.19,Draft,Willie,Jones,2016-12-05 04:09:02,2017-03-13 04:09:02,Director of Sales,Dr,Social Media,Engineering
W_Lead.342,W_User.12,Archived,Willie,Perez,2016-09-28 14:34:16,2016-10-22 14:34:16,Nurse Practicioner,Mrs,Social Media,Apparel
W_Lead.343,W_User.16,Working,Lawrence,Green,2016-09-10 18:28:35,2016-10-19 18:28:35,Staff Scientist,Dr,Inbound Call,Hospitality
W_Lead.344,W_User.2,Working,Andrew,Woods,2016-11-23 06:30:26,2017-06-11 06:30:26,Database Administrator I,Mrs,Marketing Event,Entertainment
W_Lead.345,W_User.9,Archived,Gregory,Williams,2017-01-02 18:36:40,2017-02-16 18:36:40,Editor,Ms,Marketing Event,Biotechnology
W_Lead.346,W_User.2,Pending,Jeffrey,Ward,2016-11-08 04:53:56,2017-05-04 04:53:56,Editor,Rev,Inbound Call,Chemicals
W_Lead.347,W_User.12,Working,Bruce,Washington,2016-08-03 09:19:10,2016-11-09 09:19:10,Analog Circuit Design manager,Mrs,Partner,Electronics
W_Lead.348,W_User.15,Pending,Jason,Chavez,2016-09-02 03:35:57,2016-11-25 03:35:57,Food Chemist,Mrs,Website,Finance
W_Lead.349,W_User.13,Archived,Carlos,Nelson,2016-09-25 18:33:24,2016-11-03 18:33:24,Software Consultant,Mrs,Partner,Government
W_Lead.350,W_User.17,Approved,Eric,Reynolds,2016-12-15 20:56:23,2017-05-08 20:56:23,Programmer Analyst IV,Ms,Inbound Call,Food & Beverage
W_Lead.351,W_User.12,Rejected,Joshua,Wheeler,2016-12-21 18:51:21,2017-02-12 18:51:21,Editor,Ms,Community,Government
W_Lead.352,W_User.7,Draft,John,Davis,2017-01-22 08:46:30,2017-06-24 08:46:30,Financial Advisor,Ms,Marketing Event,Consulting
W_Lead.353,W_User.16,Rejected,Larry,Brown,2016-09-12 19:08:14,2017-01-17 19:08:14,Cost Accountant,Mrs,Community,Banking
W_Lead.354,W_User.1,Archived,Raymond,Brown,2016-11-16 19:19:20,2016-12-03 19:19:20,Desktop Support Technician,Mrs,Partner,Banking
W_Lead.355,W_User.3,Working,Gerald,Burke,2016-08-04 18:19:48,2016-12-05 18:19:48,Accountant IV,Ms,Website,Entertainment
W_Lead.356,W_User.15,Qualified - Convert,Jack,Sanchez,2016-11-27 08:25:20,2017-01-10 08:25:20,Assistant Media Planner,Honorable,Partner,Banking
W_Lead.357,W_User.10,Submitted,Roger,Bryant,2016-08-06 05:43:59,2017-01-08 05:43:59,Pharmacist,Honorable,Inbound Call,Government
W_Lead.358,W_User.15,Approved,Howard,Hansen,2016-11-16 08:26:31,2017-05-31 08:26:31,Associate Professor,Dr,Cold Call,Food & Beverage
W_Lead.359,W_User.19,Pending,Frank,Moreno,2016-07-24 21:51:38,2017-01-26 21:51:38,Research Assistant III,Rev,Data.com,Transportation
W_Lead.360,W_User.13,Pending,Larry,Russell,2016-09-05 20:11:03,2016-12-06 20:11:03,Software Engineer II,Mr,Cold Call,Machinery
W_Lead.361,W_User.8,Draft,John,Hansen,2016-09-23 05:12:40,2017-02-05 05:12:40,Registered Nurse,Ms,Cold Call,Insurance
W_Lead.362,W_User.5,Open,Steven,Johnson,2016-08-01 07:28:10,2016-12-01 07:28:10,Compensation Analyst,Dr,Partner,Chemicals
