ConvertedOpportunity.External_Id__c,LeadSource,ConvertedAccount.External_Id__c,Owner.External_Id__c,ConvertedDate__c,CreatedDate__c,External_Id__c,Status,IsConverted,ConvertedContact.External_Id__c,FirstName,LastName,Company,Industry,State,IsUnreadByOwner,Rating
,Fields Sales,,W_Sales_User.2,,2015-09-04 00:00:00,W_Lead.199,Contacted,false,,Meghan,Turner,,,,false,Hot
,Reseller,,W_Sales_User.11,,2015-10-13 00:00:00,W_Lead.200,Approved,false,,Anne,Moore,,,,true,Warm
,Reseller,,W_Sales_User.10,,2016-09-06 00:00:00,W_Lead.201,Draft,false,,Thomas,Richardson,,,,true,Warm
,Fields Sales,,W_Sales_User.3,,2015-11-08 00:00:00,W_Lead.202,Contacted,false,,Eric,Bailey,,,,true,Cool
,Reseller,,W_Sales_User.3,,2016-12-31 00:00:00,W_Lead.203,Contacted,false,,Matthew,Larsen,,,,true,Hot
,Other,,W_Sales_User.2,,2015-09-27 00:00:00,W_Lead.204,Working,false,,Tina,Saunders,,,,true,Warm
,Fields Sales,,W_Sales_User.3,,2016-01-12 00:00:00,W_Lead.205,Archived,false,,Michelle,Webb,,,,true,Hot
,Other,,W_Sales_User.1,,2016-09-01 00:00:00,W_Lead.206,Approved,false,,Nicholas,Peterson,,,,true,Cool
,Fields Sales,,W_Sales_User.2,,2016-11-24 00:00:00,W_Lead.207,Open,false,,Amber,Ellis,,,,true,Cool
,Reseller,,W_Sales_User.7,,2015-12-14 00:00:00,W_Lead.208,New,false,,Kimberly,Thompson,,,,true,Cool
,Reseller,,W_Sales_User.11,,2015-06-27 00:00:00,W_Lead.209,Rejected,false,,Ashley,Larson,,,,true,Cool
,Fields Sales,,W_Sales_User.9,,2016-06-25 00:00:00,W_Lead.210,New,false,,Stephanie,Stewart,,,,false,Cool
,Fields Sales,,W_Sales_User.8,,2017-02-20 00:00:00,W_Lead.211,Draft,false,,Gina,Blair,,,,false,Warm
,Other,,W_Sales_User.10,,2017-04-06 00:00:00,W_Lead.212,Submitted,false,,Veronica,Peterson,,,,true,Cool
,Fields Sales,,W_Sales_User.11,,2015-12-24 00:00:00,W_Lead.213,New,false,,April,Hall,,,,true,Warm
,Fields Sales,,W_Sales_User.8,,2016-11-12 00:00:00,W_Lead.214,New,false,,Melissa,Guzman,,,,true,Warm
,Telecoverage,,W_Sales_User.9,,2016-06-21 00:00:00,W_Lead.215,Draft,false,,Samantha,Lloyd,,,,false,Warm
,Fields Sales,,W_Sales_User.4,,2015-09-26 00:00:00,W_Lead.216,New,false,,Nancy,Garcia,,,,true,Warm
,Other,,W_Sales_User.3,,2015-10-30 00:00:00,W_Lead.217,New,false,,Lance,Oconnor,,,,false,Warm
,Telecoverage,,W_Sales_User.1,,2016-11-18 00:00:00,W_Lead.218,Approved,false,,Jason,Barber,,,,true,Cool
,Reseller,,W_Sales_User.10,,2017-03-26 00:00:00,W_Lead.219,Working,false,,Brenda,Day,,,,true,Cool
,Reseller,,W_Sales_User.7,,2017-04-20 00:00:00,W_Lead.220,Draft,false,,Sherry,Wright,,,,true,Warm
,Other,,W_Sales_User.10,,2016-09-08 00:00:00,W_Lead.221,Submitted,false,,Douglas,Mejia,,,,false,Hot
,Reseller,,W_Sales_User.1,,2016-04-13 00:00:00,W_Lead.222,Draft,false,,Lisa,Beasley,,,,true,Hot
,Fields Sales,,W_Sales_User.11,,2016-04-25 00:00:00,W_Lead.223,Submitted,false,,Austin,Bryant,,,,true,Warm
,Reseller,,W_Sales_User.8,,2016-07-19 00:00:00,W_Lead.224,Rejected,false,,Amanda,Berry,,,,true,Cool
,Telecoverage,,W_Sales_User.1,,2016-12-05 00:00:00,W_Lead.225,Pending,false,,Marco,Williams,,,,true,Hot
,Fields Sales,,W_Sales_User.8,,2015-12-30 00:00:00,W_Lead.226,Rejected,false,,Kenneth,Thompson,,,,true,Hot
,Reseller,,W_Sales_User.3,,2016-02-22 00:00:00,W_Lead.227,Draft,false,,Peter,Bailey,,,,true,Warm
,Reseller,,W_Sales_User.10,,2015-12-31 00:00:00,W_Lead.228,Rejected,false,,Priscilla,Salas,,,,true,Hot
,Fields Sales,,W_Sales_User.6,,2016-01-04 00:00:00,W_Lead.229,Archived,false,,Tonya,Mcdaniel,,,,true,Hot
,Reseller,,W_Sales_User.11,,2017-04-19 00:00:00,W_Lead.230,New,false,,Donna,Brewer,,,,true,Hot
,Reseller,,W_Sales_User.6,,2017-03-09 00:00:00,W_Lead.231,Pending,false,,Victoria,Cruz,,,,true,Cool
,Reseller,,W_Sales_User.2,,2016-01-15 00:00:00,W_Lead.232,Archived,false,,Jennifer,Green,,,,true,Cool
,Fields Sales,,W_Sales_User.9,,2016-04-04 00:00:00,W_Lead.233,Contacted,false,,Allison,Noble,,,,true,Cool
,Reseller,,W_Sales_User.11,,2016-05-10 00:00:00,W_Lead.234,Draft,false,,Justin,Chang,,,,false,Warm
,Reseller,,W_Sales_User.1,,2017-04-13 00:00:00,W_Lead.235,Archived,false,,Ashley,Morales,,,,false,Cool
,Reseller,,W_Sales_User.6,,2015-09-15 00:00:00,W_Lead.236,New,false,,Cassidy,Hess,,,,true,Cool
,Reseller,,W_Sales_User.7,,2017-03-15 00:00:00,W_Lead.237,Approved,false,,Nicholas,Deleon,,,,true,Hot
,Fields Sales,,W_Sales_User.7,,2015-07-23 00:00:00,W_Lead.238,New,false,,Angela,Sherman,,,,true,Cool
,Reseller,,W_Sales_User.9,,2016-12-17 00:00:00,W_Lead.239,Pending,false,,Jonathan,Carr,,,,true,Cool
,Reseller,,W_Sales_User.2,,2015-10-10 00:00:00,W_Lead.240,Draft,false,,Timothy,Thomas,,,,true,Hot
,Fields Sales,,W_Sales_User.3,,2015-09-15 00:00:00,W_Lead.241,Rejected,false,,Joseph,Morgan,,,,true,Hot
,Fields Sales,,W_Sales_User.2,,2016-09-27 00:00:00,W_Lead.242,Submitted,false,,Anna,Fischer,,,,false,Hot
,Fields Sales,,W_Sales_User.6,,2016-11-14 00:00:00,W_Lead.243,Working,false,,Samantha,Dawson,,,,true,Warm
,Reseller,,W_Sales_User.5,,2015-12-30 00:00:00,W_Lead.244,Rejected,false,,Anthony,Gibson,,,,true,Warm
,Reseller,,W_Sales_User.10,,2015-06-11 00:00:00,W_Lead.245,Pending,false,,Dennis,Jones,,,,false,Cool
,Fields Sales,,W_Sales_User.6,,2015-07-14 00:00:00,W_Lead.246,Submitted,false,,Zachary,Lee,,,,true,Hot
,Telesales,,W_Sales_User.10,,2017-01-26 00:00:00,W_Lead.247,Working,false,,Evan,Snow,,,,true,Cool
,Other,,W_Sales_User.8,,2015-08-03 00:00:00,W_Lead.248,New,false,,Samantha,Clark,,,,true,Hot
,Fields Sales,,W_Sales_User.3,,2015-04-21 00:00:00,W_Lead.249,Archived,false,,Leah,Higgins,,,,false,Cool
W_Opportunity.31919,Reseller,W_Account.1924,W_Sales_User.2,2016-03-15,2015-12-22 00:00:00,W_Lead.250,Qualified - Convert,true,W_Contact.1924,Brad,Shah,Western Reliance Corporation,Food & Beverage,NM,false,Hot
,Reseller,,W_Sales_User.5,,2016-07-16 00:00:00,W_Lead.251,Archived,false,,Brenda,Gonzalez,,,,true,Hot
,Reseller,,W_Sales_User.4,,2017-04-12 00:00:00,W_Lead.252,Working,false,,Amy,Jones,,,,true,Hot
,Reseller,,W_Sales_User.9,,2017-01-09 00:00:00,W_Lead.253,Working,false,,Lori,Rodriguez,,,,false,Warm
,Fields Sales,,W_Sales_User.4,,2016-01-16 00:00:00,W_Lead.254,Rejected,false,,Sheri,Perez,,,,true,Hot
,Other,,W_Sales_User.7,,2016-07-07 00:00:00,W_Lead.255,New,false,,Dean,Smith,,,,true,Hot
,Reseller,,W_Sales_User.7,,2015-11-03 00:00:00,W_Lead.256,Pending,false,,Jessica,Stewart,,,,true,Cool
,Reseller,,W_Sales_User.9,,2015-11-29 00:00:00,W_Lead.257,Pending,false,,Jennifer,Simon,,,,true,Cool
,Fields Sales,,W_Sales_User.5,,2017-01-15 00:00:00,W_Lead.258,Archived,false,,Laura,Austin,,,,true,Warm
,Reseller,,W_Sales_User.7,,2015-08-29 00:00:00,W_Lead.259,Working,false,,Lisa,Ray,,,,true,Warm
,Other,,W_Sales_User.2,,2016-08-25 00:00:00,W_Lead.260,Submitted,false,,Marie,Warner,,,,true,Warm
,Telesales,,W_Sales_User.10,,2017-01-10 00:00:00,W_Lead.261,Approved,false,,Patricia,Baker,,,,true,Warm
,Fields Sales,,W_Sales_User.6,,2015-12-15 00:00:00,W_Lead.262,Contacted,false,,Jeffrey,Jimenez,,,,true,Warm
,Reseller,,W_Sales_User.7,,2015-07-24 00:00:00,W_Lead.263,New,false,,Caitlyn,Mitchell,,,,true,Warm
,Fields Sales,,W_Sales_User.11,,2016-09-07 00:00:00,W_Lead.264,Open,false,,Christopher,Smith,,,,false,Warm
,Fields Sales,,W_Sales_User.3,,2016-04-10 00:00:00,W_Lead.265,Draft,false,,Susan,Martinez,,,,true,Hot
,Telesales,,W_Sales_User.10,,2015-10-17 00:00:00,W_Lead.266,Pending,false,,Chad,Russell,,,,false,Hot
,Telesales,,W_Sales_User.10,,2016-09-24 00:00:00,W_Lead.267,New,false,,Mitchell,Fowler,,,,true,Cool
,Reseller,,W_Sales_User.9,,2017-02-20 00:00:00,W_Lead.268,Archived,false,,Heidi,Watson,,,,false,Warm
,Reseller,,W_Sales_User.5,,2016-01-04 00:00:00,W_Lead.269,Working,false,,Brandon,Walker,,,,false,Warm
,Reseller,,W_Sales_User.8,,2016-12-30 00:00:00,W_Lead.270,Archived,false,,Richard,Hall,,,,false,Hot
W_Opportunity.33612,Fields Sales,W_Account.2108,W_Sales_User.10,2015-08-29,2015-08-13 00:00:00,W_Lead.271,Qualified - Convert,true,W_Contact.2108,Emily,Rich,Larstan Publishing,Financial Services,IL,false,Warm
,Fields Sales,,W_Sales_User.4,,2017-05-09 00:00:00,W_Lead.272,Approved,false,,Adrienne,Stone,,,,true,Cool
,Reseller,,W_Sales_User.9,,2015-06-26 00:00:00,W_Lead.273,New,false,,Jerry,Williams,,,,false,Hot
,Fields Sales,,W_Sales_User.7,,2015-12-21 00:00:00,W_Lead.274,Pending,false,,Amanda,Tucker,,,,true,Hot
,Reseller,,W_Sales_User.2,,2015-06-11 00:00:00,W_Lead.275,Pending,false,,Andrew,Sutton,,,,true,Warm
,Reseller,,W_Sales_User.3,,2016-06-25 00:00:00,W_Lead.276,Open,false,,Denise,Reynolds,,,,true,Hot
,Fields Sales,,W_Sales_User.1,,2016-03-16 00:00:00,W_Lead.277,Draft,false,,Brenda,Humphrey,,,,false,Hot
,Reseller,,W_Sales_User.8,,2016-06-23 00:00:00,W_Lead.278,Open,false,,Rebecca,Cox,,,,true,Cool
,Fields Sales,,W_Sales_User.4,,2016-12-11 00:00:00,W_Lead.279,Draft,false,,Laura,Burgess,,,,true,Warm
,Reseller,,W_Sales_User.9,,2015-10-10 00:00:00,W_Lead.280,Pending,false,,Jorge,Bennett,,,,false,Cool
,Fields Sales,,W_Sales_User.10,,2015-10-16 00:00:00,W_Lead.281,Contacted,false,,Joseph,Phelps,,,,false,Hot
,Reseller,,W_Sales_User.6,,2015-06-12 00:00:00,W_Lead.282,Pending,false,,Morgan,Gray,,,,false,Hot
,Reseller,,W_Sales_User.6,,2016-07-11 00:00:00,W_Lead.283,Archived,false,,Melissa,Campos,,,,true,Hot
,Fields Sales,,W_Sales_User.1,,2016-09-10 00:00:00,W_Lead.284,Contacted,false,,Aaron,Kelly,,,,true,Warm
,Reseller,,W_Sales_User.8,,2015-12-12 00:00:00,W_Lead.285,Archived,false,,Savannah,Hernandez,,,,false,Cool
,Fields Sales,,W_Sales_User.8,,2015-12-27 00:00:00,W_Lead.286,Working,false,,Mathew,Garza,,,,true,Hot
,Reseller,,W_Sales_User.3,,2015-05-09 00:00:00,W_Lead.287,Rejected,false,,Joe,Lynch,,,,true,Warm
,Fields Sales,,W_Sales_User.7,,2017-01-09 00:00:00,W_Lead.288,New,false,,Tina,Smith,,,,true,Hot
,Fields Sales,,W_Sales_User.2,,2015-10-06 00:00:00,W_Lead.289,New,false,,Benjamin,Ferguson,,,,true,Warm
,Reseller,,W_Sales_User.9,,2016-12-14 00:00:00,W_Lead.290,Draft,false,,Kevin,Edwards,,,,true,Warm
,Reseller,,W_Sales_User.5,,2017-02-17 00:00:00,W_Lead.291,Working,false,,Megan,Carrillo,,,,true,Warm
,Fields Sales,,W_Sales_User.5,,2016-04-02 00:00:00,W_Lead.292,Approved,false,,Robin,Mcknight,,,,true,Warm
,Reseller,,W_Sales_User.11,,2015-12-18 00:00:00,W_Lead.293,Approved,false,,Stephanie,Good,,,,true,Warm
W_Opportunity.35523,Fields Sales,W_Account.2326,W_Sales_User.5,2015-09-25,2015-07-23 00:00:00,W_Lead.294,Qualified - Convert,true,W_Contact.2326,Charles,Garcia,Hydranautics,Recreation,OR,false,Warm
,Reseller,,W_Sales_User.8,,2017-01-14 00:00:00,W_Lead.295,New,false,,Valerie,Williams,,,,true,Hot
,Fields Sales,,W_Sales_User.4,,2015-11-22 00:00:00,W_Lead.296,New,false,,Anita,Hill,,,,false,Warm
,Fields Sales,,W_Sales_User.8,,2015-06-18 00:00:00,W_Lead.297,Open,false,,Cynthia,Johnson,,,,true,Warm
,Reseller,,W_Sales_User.6,,2015-07-25 00:00:00,W_Lead.298,Draft,false,,Jimmy,Beck,,,,false,Cool
,Telesales,,W_Sales_User.10,,2016-08-10 00:00:00,W_Lead.299,New,false,,Ann,Jacobs,,,,true,Cool
,Telesales,,W_Sales_User.9,,2016-11-02 00:00:00,W_Lead.300,New,false,,Robin,Wilson,,,,true,Hot
,Fields Sales,,W_Sales_User.2,,2015-08-10 00:00:00,W_Lead.301,Working,false,,Andrew,Brown,,,,false,Cool
,Fields Sales,,W_Sales_User.2,,2016-11-04 00:00:00,W_Lead.302,Open,false,,Shannon,Larsen,,,,true,Warm
,Fields Sales,,W_Sales_User.1,,2016-04-08 00:00:00,W_Lead.303,Rejected,false,,Michael,Mack,,,,false,Hot
,Reseller,,W_Sales_User.5,,2015-09-25 00:00:00,W_Lead.304,Archived,false,,Omar,Rodriguez,,,,true,Hot
,Fields Sales,,W_Sales_User.2,,2017-02-04 00:00:00,W_Lead.305,New,false,,Tiffany,Murray,,,,true,Cool
,Reseller,,W_Sales_User.10,,2016-03-28 00:00:00,W_Lead.306,Pending,false,,Heidi,Orr,,,,true,Hot
,Reseller,,W_Sales_User.5,,2015-12-16 00:00:00,W_Lead.307,New,false,,Christine,Nolan,,,,true,Warm
,Fields Sales,,W_Sales_User.11,,2016-02-08 00:00:00,W_Lead.308,Pending,false,,Michael,Mosley,,,,true,Cool
,Fields Sales,,W_Sales_User.3,,2015-08-20 00:00:00,W_Lead.309,Submitted,false,,Stephanie,Johnson,,,,true,Cool
,Other,,W_Sales_User.8,,2016-11-30 00:00:00,W_Lead.310,Archived,false,,Danielle,Bradford,,,,false,Warm
,Reseller,,W_Sales_User.1,,2015-06-14 00:00:00,W_Lead.311,Open,false,,Christine,Butler,,,,false,Cool
,Telesales,,W_Sales_User.9,,2016-07-04 00:00:00,W_Lead.312,Draft,false,,Eric,Hamilton,,,,false,Warm
W_Opportunity.37153,Fields Sales,W_Account.2513,W_Sales_User.1,2015-09-16,2015-08-05 00:00:00,W_Lead.313,Qualified - Convert,true,W_Contact.2513,Richard,Ramos,Jenkins Group,Chemicals,NM,false,Warm
,Reseller,,W_Sales_User.2,,2016-04-24 00:00:00,W_Lead.314,Draft,false,,Nicholas,Davis,,,,true,Hot
,Fields Sales,,W_Sales_User.8,,2016-01-17 00:00:00,W_Lead.315,Contacted,false,,Robert,Smith,,,,false,Warm
,Telesales,,W_Sales_User.6,,2015-06-05 00:00:00,W_Lead.316,New,false,,Joseph,Bond,,,,false,Warm
,Fields Sales,,W_Sales_User.1,,2016-02-10 00:00:00,W_Lead.317,Rejected,false,,Kevin,Lewis,,,,true,Cool
,Fields Sales,,W_Sales_User.1,,2016-12-21 00:00:00,W_Lead.318,Open,false,,Katherine,Saunders,,,,true,Warm
,Reseller,,W_Sales_User.8,,2016-12-14 00:00:00,W_Lead.319,Pending,false,,Jason,Grant,,,,true,Cool
,Reseller,,W_Sales_User.8,,2016-09-17 00:00:00,W_Lead.320,Draft,false,,David,Collier,,,,true,Hot
,Reseller,,W_Sales_User.11,,2016-04-25 00:00:00,W_Lead.321,Contacted,false,,Corey,Schmidt,,,,false,Cool
,Reseller,,W_Sales_User.8,,2017-01-29 00:00:00,W_Lead.322,Submitted,false,,Barbara,Sullivan,,,,true,Hot
,Fields Sales,,W_Sales_User.7,,2017-01-08 00:00:00,W_Lead.323,New,false,,Cynthia,Henry,,,,false,Cool
,Fields Sales,,W_Sales_User.3,,2017-04-04 00:00:00,W_Lead.324,New,false,,Julia,Moore,,,,true,Warm
,Fields Sales,,W_Sales_User.4,,2016-03-15 00:00:00,W_Lead.325,Rejected,false,,Stephen,Daniel,,,,false,Cool
,Fields Sales,,W_Sales_User.11,,2016-06-23 00:00:00,W_Lead.326,Contacted,false,,Stephen,Aguirre,,,,true,Cool
,Reseller,,W_Sales_User.10,,2016-06-13 00:00:00,W_Lead.327,Contacted,false,,Leroy,Dickerson,,,,true,Warm
,Fields Sales,,W_Sales_User.1,,2016-01-03 00:00:00,W_Lead.328,Archived,false,,Lisa,Hernandez,,,,true,Cool
,Reseller,,W_Sales_User.7,,2016-07-13 00:00:00,W_Lead.329,Pending,false,,Amanda,Martin,,,,false,Hot
,Reseller,,W_Sales_User.9,,2015-07-23 00:00:00,W_Lead.330,New,false,,Hannah,Holt,,,,true,Cool
,Fields Sales,,W_Sales_User.9,,2016-07-06 00:00:00,W_Lead.331,Open,false,,Nathaniel,Jones,,,,true,Hot
,Fields Sales,,W_Sales_User.7,,2017-01-29 00:00:00,W_Lead.332,New,false,,Scott,Johnson,,,,true,Hot
,Fields Sales,,W_Sales_User.8,,2016-04-01 00:00:00,W_Lead.333,Working,false,,Lisa,Johnson,,,,false,Hot
,Reseller,,W_Sales_User.2,,2017-01-05 00:00:00,W_Lead.334,Pending,false,,Travis,Salazar,,,,true,Cool
,Telesales,,W_Sales_User.7,,2017-02-13 00:00:00,W_Lead.335,Draft,false,,Joanna,Gonzalez,,,,true,Hot
,Reseller,,W_Sales_User.4,,2015-11-30 00:00:00,W_Lead.336,Working,false,,Ricky,Carey,,,,false,Warm
,Reseller,,W_Sales_User.5,,2016-01-22 00:00:00,W_Lead.337,Contacted,false,,Rachel,Schultz,,,,false,Cool
,Fields Sales,,W_Sales_User.3,,2016-01-10 00:00:00,W_Lead.338,Pending,false,,Deborah,Stephenson,,,,true,Hot
,Telesales,,W_Sales_User.11,,2016-03-12 00:00:00,W_Lead.339,Working,false,,Michelle,Martin,,,,true,Hot
,Reseller,,W_Sales_User.7,,2016-11-26 00:00:00,W_Lead.340,Archived,false,,Kim,West,,,,false,Cool
,Fields Sales,,W_Sales_User.9,,2016-06-29 00:00:00,W_Lead.341,Archived,false,,Wanda,Goodwin,,,,false,Hot
,Fields Sales,,W_Sales_User.6,,2016-06-04 00:00:00,W_Lead.342,Archived,false,,Joseph,Martinez,,,,false,Cool
,Fields Sales,,W_Sales_User.6,,2016-01-21 00:00:00,W_Lead.343,New,false,,Jacqueline,Carson,,,,true,Warm
,Reseller,,W_Sales_User.6,,2015-06-05 00:00:00,W_Lead.344,Submitted,false,,Zachary,Murphy,,,,true,Cool
,Reseller,,W_Sales_User.1,,2016-03-17 00:00:00,W_Lead.345,Draft,false,,John,Brown,,,,true,Cool
,Telecoverage,,W_Sales_User.1,,2016-01-05 00:00:00,W_Lead.346,Open,false,,Christopher,James,,,,false,Hot
,Fields Sales,,W_Sales_User.2,,2016-02-01 00:00:00,W_Lead.347,Archived,false,,Cynthia,Ramirez,,,,true,Cool
,Fields Sales,,W_Sales_User.6,,2015-12-30 00:00:00,W_Lead.348,New,false,,Melissa,Ramirez,,,,true,Warm
,Fields Sales,,W_Sales_User.10,,2016-07-24 00:00:00,W_Lead.349,Contacted,false,,Daniel,Solis,,,,true,Warm
W_Opportunity.39364,Reseller,W_Account.2764,W_Sales_User.7,2016-09-02,2016-08-28 00:00:00,W_Lead.350,Qualified - Convert,true,W_Contact.2764,Christine,Tyler,InnoCentive,Agriculture,MO,false,Hot
,Fields Sales,,W_Sales_User.1,,2016-04-04 00:00:00,W_Lead.351,Rejected,false,,Brian,Garcia,,,,true,Hot
,Telesales,,W_Sales_User.11,,2015-06-23 00:00:00,W_Lead.352,Approved,false,,Christy,Delgado,,,,false,Cool
,Fields Sales,,W_Sales_User.3,,2016-07-29 00:00:00,W_Lead.353,Draft,false,,William,Lee,,,,true,Hot
,Fields Sales,,W_Sales_User.3,,2016-10-18 00:00:00,W_Lead.354,Rejected,false,,Danielle,Young,,,,true,Hot
,Reseller,,W_Sales_User.10,,2015-10-19 00:00:00,W_Lead.355,Working,false,,Alexis,Turner,,,,true,Warm
,Fields Sales,,W_Sales_User.8,,2016-01-11 00:00:00,W_Lead.356,Draft,false,,Christopher,Cochran,,,,true,Warm
,Fields Sales,,W_Sales_User.6,,2015-07-29 00:00:00,W_Lead.357,Draft,false,,Jack,Le,,,,true,Cool
,Fields Sales,,W_Sales_User.8,,2016-09-25 00:00:00,W_Lead.358,Rejected,false,,Heidi,Hood,,,,true,Warm
,Reseller,,W_Sales_User.7,,2015-07-06 00:00:00,W_Lead.359,Working,false,,Melissa,George,,,,false,Cool
,Reseller,,W_Sales_User.4,,2015-10-14 00:00:00,W_Lead.360,Contacted,false,,Sabrina,Wells,,,,true,Cool
,Fields Sales,,W_Sales_User.11,,2016-08-11 00:00:00,W_Lead.361,Working,false,,Emily,Pittman,,,,true,Cool
,Reseller,,W_Sales_User.11,,2015-07-11 00:00:00,W_Lead.362,Contacted,false,,Summer,Roberts,,,,true,Warm
,Reseller,,W_Sales_User.4,,2016-05-09 00:00:00,W_Lead.363,Draft,false,,Joseph,Chang,,,,true,Hot
,Reseller,,W_Sales_User.4,,2015-11-08 00:00:00,W_Lead.364,Draft,false,,Michelle,Ramos,,,,true,Cool
,Fields Sales,,W_Sales_User.2,,2016-01-26 00:00:00,W_Lead.365,Submitted,false,,William,Martin,,,,true,Hot
,Fields Sales,,W_Sales_User.8,,2015-05-31 00:00:00,W_Lead.366,Submitted,false,,Deborah,Ingram,,,,true,Warm
,Telesales,,W_Sales_User.5,,2016-05-27 00:00:00,W_Lead.367,Pending,false,,Karen,Clarke,,,,true,Warm
W_Opportunity.41550,Reseller,W_Account.2996,W_Sales_User.1,2017-05-21,2017-05-13 00:00:00,W_Lead.368,Qualified - Convert,true,W_Contact.2996,Gregory,Garcia,Aristocrat Technologies,Communications,WA,false,Cool
,Reseller,,W_Sales_User.4,,2016-12-21 00:00:00,W_Lead.369,Draft,false,,John,Smith,,,,true,Cool
,Reseller,,W_Sales_User.2,,2016-05-29 00:00:00,W_Lead.370,New,false,,Madison,Haney,,,,false,Warm
,Fields Sales,,W_Sales_User.1,,2015-11-29 00:00:00,W_Lead.371,New,false,,Debra,Williams,,,,false,Hot
,Fields Sales,,W_Sales_User.7,,2015-07-08 00:00:00,W_Lead.372,Draft,false,,Cynthia,Diaz,,,,false,Warm
,Telesales,,W_Sales_User.3,,2016-03-20 00:00:00,W_Lead.373,Approved,false,,Sergio,Shaw,,,,false,Warm
,Fields Sales,,W_Sales_User.2,,2016-03-28 00:00:00,W_Lead.374,Draft,false,,James,Chan,,,,true,Warm
,Telesales,,W_Sales_User.3,,2015-07-19 00:00:00,W_Lead.375,Working,false,,Joe,Young,,,,true,Warm
,Fields Sales,,W_Sales_User.6,,2016-07-30 00:00:00,W_Lead.376,Rejected,false,,Amanda,Dorsey,,,,true,Hot
,Other,,W_Sales_User.11,,2015-05-23 00:00:00,W_Lead.377,Pending,false,,Carolyn,Ochoa,,,,false,Warm
,Fields Sales,,W_Sales_User.5,,2015-07-14 00:00:00,W_Lead.378,Open,false,,Curtis,Cain,,,,true,Hot
W_Opportunity.41917,Reseller,W_Account.3029,W_Sales_User.2,2015-07-30,2015-07-08 00:00:00,W_Lead.379,Qualified - Convert,true,W_Contact.3029,Samantha,James,Comprehensive Resources Inc,Other,WA,false,Hot
,Reseller,,W_Sales_User.4,,2015-12-17 00:00:00,W_Lead.380,Approved,false,,Michael,Case,,,,true,Hot
,Fields Sales,,W_Sales_User.8,,2016-11-11 00:00:00,W_Lead.381,Open,false,,David,Cook,,,,true,Hot
,Reseller,,W_Sales_User.5,,2016-10-23 00:00:00,W_Lead.382,New,false,,Monica,Oneal,,,,true,Hot
,Reseller,,W_Sales_User.2,,2017-01-16 00:00:00,W_Lead.383,Contacted,false,,Sarah,Johnson,,,,true,Warm
,Fields Sales,,W_Sales_User.5,,2015-12-04 00:00:00,W_Lead.384,Contacted,false,,Timothy,Lopez,,,,true,Warm
,Fields Sales,,W_Sales_User.1,,2015-08-06 00:00:00,W_Lead.385,Submitted,false,,Joshua,Robertson,,,,true,Warm
,Fields Sales,,W_Sales_User.2,,2017-01-10 00:00:00,W_Lead.386,Rejected,false,,Rose,Cortez,,,,true,Cool
,Reseller,,W_Sales_User.1,,2017-04-25 00:00:00,W_Lead.387,Working,false,,Jacob,Moore,,,,true,Warm
,Fields Sales,,W_Sales_User.4,,2016-07-26 00:00:00,W_Lead.388,Pending,false,,Craig,Wolfe,,,,true,Cool
,Fields Sales,,W_Sales_User.3,,2016-08-03 00:00:00,W_Lead.389,Submitted,false,,Jennifer,Little,,,,true,Hot
,Fields Sales,,W_Sales_User.1,,2015-07-04 00:00:00,W_Lead.390,Archived,false,,Lauren,Green,,,,false,Hot
,Fields Sales,,W_Sales_User.3,,2016-01-23 00:00:00,W_Lead.391,Working,false,,Christopher,Bradley,,,,false,Warm
,Fields Sales,,W_Sales_User.8,,2016-04-23 00:00:00,W_Lead.392,Archived,false,,Nicole,Porter,,,,true,Hot
,Reseller,,W_Sales_User.11,,2017-01-21 00:00:00,W_Lead.393,Draft,false,,Debra,Walters,,,,true,Warm
,Fields Sales,,W_Sales_User.6,,2016-01-03 00:00:00,W_Lead.394,Working,false,,Kathryn,Figueroa,,,,true,Cool
,Fields Sales,,W_Sales_User.6,,2015-06-13 00:00:00,W_Lead.395,New,false,,Cesar,Mcgee,,,,true,Hot
,Telesales,,W_Sales_User.11,,2017-02-01 00:00:00,W_Lead.396,Approved,false,,Isaac,Franco,,,,true,Warm
W_Opportunity.43178,Fields Sales,W_Account.3155,W_Sales_User.6,2016-07-30,2016-06-07 00:00:00,W_Lead.397,Qualified - Convert,true,W_Contact.3155,Laurie,Solomon,ArcelorMittal USA,Apparel,AK,false,Cool
W_Opportunity.43260,Fields Sales,W_Account.3162,W_Sales_User.4,2017-05-29,2017-04-12 00:00:00,W_Lead.398,Qualified - Convert,true,W_Contact.3162,Jessica,Boyd,Dynatrace,Communications,OH,false,Warm
,Fields Sales,,W_Sales_User.11,,2015-12-27 00:00:00,W_Lead.399,Open,false,,April,Garcia,,,,true,Cool
,Reseller,,W_Sales_User.10,,2017-04-20 00:00:00,W_Lead.400,Contacted,false,,Kevin,Smith,,,,false,Hot
,Reseller,,W_Sales_User.3,,2016-08-05 00:00:00,W_Lead.401,Open,false,,Gregory,Hood,,,,false,Hot
,Reseller,,W_Sales_User.6,,2016-09-29 00:00:00,W_Lead.402,Draft,false,,Emily,Wade,,,,false,Warm
,Reseller,,W_Sales_User.8,,2016-12-04 00:00:00,W_Lead.403,Rejected,false,,Tammy,Williams,,,,false,Warm
,Fields Sales,,W_Sales_User.8,,2016-03-16 00:00:00,W_Lead.404,Draft,false,,Tiffany,Kelley,,,,true,Warm
